no.,menu_makanan,bahan_makanan,air (ml),energi (kal),protein,lemak_total,karbohidrat,serat,kalsium,fosfor,zat_besi,natrium,kalium,tembaga,seng,vit_c,price (100 gr),rasa,meal_time,kategori_gizi
709,Bubur Sagu Kasbi Telur Puyuh,"Sagu kasbi, Telur burung puyuh",65.0,120,4000,400,22000.0,600,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,breakfast,gizi sedang/rendah
710,Sup Daun Katuk Daging Ayam,"Daun katuk, Daging ayam",75.0,80,4000,300,10000.0,1300,20,22.0,0.6,2,12.0,0.12,0.6,7.0,5000,gurih,"dinner, lunch",vitamin C tinggi
711,Nasi Jampang Huma,"Beras, Jampang huma",62.0,120,2000,300,24000.0,600,15,28.0,0.4,2,15.0,0.11,0.5,0.0,4000,gurih,"dinner, lunch",gizi sedang/rendah
712,Bubur Arrowroot Telur Ayam,"Arrowroot, Telur ayam kampung",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
713,Nasi Jagung Daging Sapi,"Beras, Jagung muda rebus, Daging sapi",54.7,210,6700,700,33400.0,400,20,44.0,0.5,2,33.0,0.13,0.7,0.0,5000,gurih,"dinner, lunch",makronutrien tinggi
714,Bubur Jali Ayam Kampung,"Jali, Daging ayam, Beras",61.0,160,4500,700,33000.0,400,18,36.0,0.4,2,32.0,0.12,0.6,0.0,4800,gurih,"breakfast, dinner, lunch",makronutrien tinggi
715,Sate Domba Jawawut,"Daging domba, Jawawut",53.0,210,7000,1500,28000.0,300,23,48.0,0.9,5,38.0,0.14,0.8,0.0,7500,gurih,"dinner, lunch",gizi sedang/rendah
716,Sup Ginjal Sapi Kentang,"Ginjal sapi, Kentang",60.0,130,4000,500,20000.0,700,19,35.0,0.7,4,35.0,0.11,0.7,0.0,6000,gurih,"dinner, lunch",gizi sedang/rendah
717,Bubur Talas Ayam,"Talas, Daging ayam",70.0,120,3500,600,26000.0,800,20,30.0,0.6,2,28.0,0.11,0.5,0.0,4000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
718,Nasi Ubi Jalar Kambing,"Beras, Ubi jalar kuning, Daging kambing",62.0,170,5000,800,30000.0,500,21,40.0,0.6,2,29.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
719,Sate Ayam Bengkuang,"Daging ayam, Bengkuang",55.0,120,5000,500,15000.0,400,12,22.0,0.5,2,18.0,0.1,0.5,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
720,Bubur Singkong Telur Bebek,"Singkong, Telur bebek",63.0,140,4500,500,28000.0,700,18,32.0,0.5,2,22.0,0.11,0.7,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
721,Gado-Gado Daun Kelor,"Daun kelor, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,8000,gurih,"dinner, lunch",vitamin C tinggi
722,Nasi Sagu Aren Daging Sapi,"Sagu aren, Beras, Daging sapi",58.0,170,5500,600,29000.0,400,18,35.0,0.5,2,27.0,0.12,0.6,0.0,4800,gurih,"dinner, lunch",gizi sedang/rendah
723,Sup Wortel Daging Ayam,"Wortel, Daging ayam",80.0,80,3000,400,12000.0,1200,16,22.0,0.5,2,16.0,0.1,0.5,8.0,4000,gurih,"dinner, lunch",vitamin C tinggi
724,Semur Daging Kuda Kentang,"Daging kuda, Kentang",60.0,160,6000,700,22000.0,400,19,35.0,0.6,2,21.0,0.12,0.7,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
725,Nasi Batatas Gembili,"Beras, Batatas gembili",65.0,130,2500,300,26000.0,600,16,30.0,0.4,2,18.0,0.11,0.5,0.0,4000,gurih,"dinner, lunch",gizi sedang/rendah
726,Sate Daging Kelinci,"Daging kelinci, Beras",55.0,140,6000,600,20000.0,400,17,32.0,0.5,2,19.0,0.13,0.7,0.0,6500,gurih,"dinner, lunch",gizi sedang/rendah
727,Bubur Talas Pontianak,"Talas pontianak, Beras",70.0,120,2500,300,24000.0,700,15,28.0,0.4,2,15.0,0.11,0.5,0.0,3500,gurih,breakfast,gizi sedang/rendah
728,Gado-Gado Daun Singkong,"Daun singkong, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,7000,gurih,"dinner, lunch",vitamin C tinggi
729,Bubur Sagu Kasbi Telur Puyuh,"Sagu kasbi, Telur burung puyuh",65.0,120,4000,400,22000.0,600,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,breakfast,gizi sedang/rendah
730,Sup Daun Katuk Daging Ayam,"Daun katuk, Daging ayam",75.0,80,4000,300,10000.0,1300,20,22.0,0.6,2,12.0,0.12,0.6,7.0,5000,gurih,"dinner, lunch",vitamin C tinggi
731,Nasi Jampang Huma,"Beras, Jampang huma",62.0,120,2000,300,24000.0,600,15,28.0,0.4,2,15.0,0.11,0.5,0.0,4000,gurih,"dinner, lunch",gizi sedang/rendah
732,Bubur Arrowroot Telur Ayam,"Arrowroot, Telur ayam kampung",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
733,Nasi Kentang Daging Sapi,"Beras, Kentang, Daging sapi",60.0,180,5500,600,30000.0,500,18,36.0,0.4,2,30.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
734,Bubur Gadung Telur Bebek,"Gadung, Telur bebek",65.0,120,3500,500,22000.0,600,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
735,Sate Daging Ayam Jawawut,"Daging ayam, Jawawut",55.0,130,5000,600,18000.0,400,15,28.0,0.4,2,15.0,0.11,0.5,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
736,Bubur Gembili Telur Ayam,"Gembili, Telur ayam kampung",70.0,110,3000,300,18000.0,700,13,25.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
737,Nasi Sagu Daging Kambing,"Sagu aren, Beras, Daging kambing",58.0,170,5000,600,29000.0,400,18,35.0,0.5,2,27.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
738,Sup Daun Kelor Daging Sapi,"Daun kelor, Daging sapi",75.0,90,5000,400,10000.0,1200,20,22.0,0.6,2,12.0,0.12,0.6,7.0,7000,gurih,"dinner, lunch",vitamin C tinggi
739,Bubur Talas Bengkuang,"Talas, Bengkuang",70.0,100,2000,200,20000.0,700,13,24.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,breakfast,gizi sedang/rendah
740,Nasi Batatas Kelapa Daging Sapi,"Beras, Batatas kelapa, Daging sapi",62.0,170,5000,800,30000.0,500,21,40.0,0.6,2,29.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
741,Sate Daging Itik Ubi Jalar,"Daging itik, Ubi jalar kuning",55.0,150,6000,600,20000.0,400,15,28.0,0.4,2,15.0,0.11,0.5,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
742,Bubur Ganyong Telur Ayam,"Ganyong, Telur ayam kampung",70.0,110,3000,300,18000.0,700,13,25.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
743,Nasi Kentang Daging Kuda,"Beras, Kentang, Daging kuda",60.0,180,5500,600,30000.0,500,18,36.0,0.4,2,30.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
744,Bubur Arrowroot Telur Bebek,"Arrowroot, Telur bebek",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
745,Gado-Gado Daun Katuk Telur Ayam,"Daun katuk, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,8000,gurih,"dinner, lunch",vitamin C tinggi
746,Nasi Jagung Daging Ayam,"Beras, Jagung muda rebus, Daging ayam",54.7,200,6000,700,33000.0,400,20,44.0,0.5,2,33.0,0.13,0.7,0.0,5000,gurih,"dinner, lunch",makronutrien tinggi
747,Bubur Singkong Telur Puyuh,"Singkong, Telur burung puyuh",63.0,140,4500,500,28000.0,700,18,32.0,0.5,2,22.0,0.11,0.7,0.0,3500,gurih,breakfast,gizi sedang/rendah
748,Sup Daun Katuk Daging Sapi,"Daun katuk, Daging sapi",75.0,90,5000,400,10000.0,1200,20,22.0,0.6,2,12.0,0.12,0.6,7.0,7000,gurih,"dinner, lunch",vitamin C tinggi
749,Bubur Talas Batatas Kelapa,"Talas, Batatas kelapa",70.0,100,2000,200,20000.0,700,13,24.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,breakfast,gizi sedang/rendah
750,Nasi Batatas Gembili Daging Sapi,"Beras, Batatas gembili, Daging sapi",62.0,170,5000,800,30000.0,500,21,40.0,0.6,2,29.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
751,Sate Daging Domba Ubi Jalar,"Daging domba, Ubi jalar kuning",55.0,150,6000,600,20000.0,400,15,28.0,0.4,2,15.0,0.11,0.5,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
752,Bubur Ganyong Telur Bebek,"Ganyong, Telur bebek",70.0,110,3000,300,18000.0,700,13,25.0,0.3,2,13.0,0.1,0.5,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
753,Nasi Kentang Daging Domba,"Beras, Kentang, Daging domba",60.0,180,5500,600,30000.0,500,18,36.0,0.4,2,30.0,0.12,0.6,0.0,5200,gurih,"dinner, lunch",gizi sedang/rendah
754,Bubur Arrowroot Telur Puyuh,"Arrowroot, Telur burung puyuh",70.0,110,4000,300,20000.0,700,15,28.0,0.4,2,15.0,0.11,0.6,0.0,3500,gurih,breakfast,gizi sedang/rendah
755,Gado-Gado Daun Kelor Telur Ayam,"Daun kelor, Kentang, Telur ayam",70.0,90,3000,300,13000.0,1000,25,30.0,0.8,3,18.0,0.13,0.8,10.0,8000,gurih,"dinner, lunch",vitamin C tinggi
756,Nasi Jagung Daging Kambing,"Beras, Jagung muda rebus, Daging kambing",54.7,210,6700,700,33400.0,400,20,44.0,0.5,2,33.0,0.13,0.7,0.0,5200,gurih,"dinner, lunch",makronutrien tinggi
757,Bubur Singkong Telur Ayam,"Singkong, Telur ayam kampung",63.0,140,4500,500,28000.0,700,18,32.0,0.5,2,22.0,0.11,0.7,0.0,3500,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
758,Sup Daun Katuk Daging Kuda,"Daun katuk, Daging kuda",75.0,90,5000,400,10000.0,1200,20,22.0,0.6,2,12.0,0.12,0.6,7.0,7000,gurih,"dinner, lunch",vitamin C tinggi
759,Nasi Jagung Kornet Sapi,"Nasi, Jagung muda rebus, Kornet sapi",54.3,203,7200,8700,23400.0,300,13,100.0,1.7,266,51.1,0.12,1.5,0.0,5300,gurih,"dinner, lunch",mineral tinggi
760,Makaroni Daging Ayam,"Makaroni, Daging ayam",45.9,221,7400,1900,46400.0,2500,17,46.0,0.4,34,46.0,0.12,0.8,0.0,5000,gurih,"dinner, lunch",makronutrien tinggi
761,Roti Putih Sosis Sapi,"Roti putih, Sosis daging sapi",38.8,349,11300,21800,26200.0,5500,49,78.0,1.3,647,187.8,0.11,1.3,0.0,7000,gurih,"breakfast, dinner, lunch",mineral tinggi
762,Mi Basah Kornet Sapi,"Mi basah, Kornet sapi",66.5,189,8300,14200,7000.0,100,12,91.0,5.4,428,53.7,0.07,2.2,0.0,6000,gurih,"dinner, lunch",mineral tinggi
763,Bubur Tinotuan Telur Ayam,"Bubur tinotuan, Telur ayam kampung",71.4,203,9300,9800,15600.0,4100,51,135.0,1.5,244,101.0,0.2,0.5,7.5,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
764,Nasi Tim Daging Sapi,"Nasi tim, Daging sapi asap",65.5,151,17200,3200,13000.0,300,9,154.0,2.7,810,261.7,0.07,2.8,0.0,8000,gurih,"dinner, lunch",mineral tinggi
765,Bakwan Jagung Kornet,"Bakwan, Jagung muda rebus, Kornet sapi",44.2,243,7900,6600,36400.0,2100,74,110.0,3.7,311,55.0,0.13,1.3,0.0,6000,gurih,"dinner, lunch",mineral tinggi
766,Apem Kue Telur Ayam,"Apem kue, Telur ayam kampung",61.6,174,6200,2000,33900.0,1000,21,61.0,0.9,48,41.0,0.1,0.7,0.0,4000,manis,"breakfast, dinner, lunch",makronutrien tinggi
767,Bubur Tinotuan Sosis Sapi,"Bubur tinotuan, Sosis daging sapi",59.3,302,8400,21300,8900.0,4100,35,86.0,1.4,625,124.0,0.18,1.1,7.5,8000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
768,Mie Kering Daging Sapi,"Mi kering, Daging sapi asap",31.8,260,19000,3900,43200.0,400,23,188.0,3.5,814,261.7,0.17,3.5,0.0,8000,gurih,"dinner, lunch",mineral tinggi
769,Roti Putih Abon Sapi,"Roti putih, Abon sapi",32.4,303,11300,8600,47300.0,5800,87,115.0,5.0,530,91.0,0.15,1.0,0.0,8000,gurih,breakfast,mineral tinggi
770,Mi Basah Sosis Sapi,"Mi basah, Sosis daging sapi",58.8,268,7600,22800,8200.0,100,21,37.0,3.9,414,48.2,0.09,1.1,0.0,7000,gurih,"dinner, lunch",mineral tinggi
771,Bubur Tinotuan Kornet Sapi,"Bubur tinotuan, Kornet sapi",67.0,222,9200,12600,10300.0,4100,26,62.0,1.2,399,82.0,0.13,0.9,7.5,7000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
772,Nasi Jagung Sosis Sapi,"Nasi, Jagung muda rebus, Sosis daging sapi",52.2,246,7800,21500,16000.0,400,24,65.0,1.2,530,71.0,0.13,0.9,0.0,7000,gurih,"dinner, lunch",mineral tinggi
773,Makaroni Kornet Sapi,"Makaroni, Kornet sapi",32.4,321,12400,12700,39400.0,2500,15,80.0,1.3,5,0.0,0.28,1.4,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
774,Roti Putih Telur Ayam,"Roti putih, Telur ayam kampung",40.0,214,13600,7200,30000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,6000,gurih,"breakfast, dinner, lunch",mineral tinggi
775,Mi Basah Abon Sapi,"Mi basah, Abon sapi",52.4,223,7600,9700,11300.0,100,21,37.0,3.9,414,48.2,0.09,1.1,0.0,7000,gurih,"dinner, lunch",mineral tinggi
776,Bubur Tinotuan Telur Bebek,"Bubur tinotuan, Telur bebek",68.0,204,11200,11500,15600.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,15.0,6000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
777,Nasi Tim Kornet Sapi,"Nasi tim, Kornet sapi",62.1,204,12000,12700,16000.0,400,18,55.0,1.0,10,40.0,0.1,0.7,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
778,Bakwan Sosis Sapi,"Bakwan, Sosis daging sapi",39.1,364,11400,21300,24400.0,2500,74,110.0,3.7,311,55.0,0.13,1.3,0.0,7000,gurih,"dinner, lunch",mineral tinggi
779,Apem Kue Sosis Sapi,"Apem kue, Sosis daging sapi",54.2,298,8200,16400,18100.0,1000,21,61.0,0.9,48,41.0,0.1,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
780,Bubur Tinotuan Abon Sapi,"Bubur tinotuan, Abon sapi",65.2,253,8500,11100,13000.0,4100,35,86.0,1.4,625,124.0,0.18,1.1,7.5,8000,gurih,breakfast,vitamin C tinggi
781,Mi Kering Telur Ayam,"Mi kering, Telur ayam kampung",45.3,224,10000,6700,32000.0,400,31,143.0,3.9,760,83.0,0.29,1.9,0.0,6000,gurih,"dinner, lunch",mineral tinggi
782,Roti Putih Kornet Sapi,"Roti putih, Kornet sapi",46.5,268,12000,13100,32000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,7000,gurih,"breakfast, dinner, lunch",mineral tinggi
783,Mi Basah Telur Bebek,"Mi basah, Telur bebek",65.2,199,10300,11500,11000.0,100,21,37.0,3.9,414,48.2,0.09,1.1,0.0,7000,gurih,"dinner, lunch",mineral tinggi
784,Bubur Tinotuan Sosis Hati,"Bubur tinotuan, Sosis hati sapi",67.6,244,9700,11000,13000.0,4100,35,86.0,1.4,625,124.0,0.18,1.1,7.5,8000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
785,Nasi Jagung Abon Sapi,"Nasi, Jagung muda rebus, Abon sapi",54.7,210,7200,8700,23400.0,300,13,100.0,1.7,266,51.1,0.12,1.5,0.0,7000,gurih,"dinner, lunch",mineral tinggi
786,Makaroni Sosis Sapi,"Makaroni, Sosis daging sapi",45.9,321,10500,12700,39400.0,2500,15,80.0,1.3,5,0.0,0.28,1.4,0.0,7000,gurih,"dinner, lunch",makronutrien tinggi
787,Roti Putih Telur Bebek,"Roti putih, Telur bebek",40.0,214,13600,7200,30000.0,4600,36,61.0,1.1,315,91.0,0.13,0.9,0.0,6000,gurih,"breakfast, dinner, lunch",mineral tinggi
788,Mi Basah Sosis Hati Sapi,"Mi basah, Sosis hati sapi",58.8,268,7600,22800,8200.0,100,21,37.0,3.9,414,48.2,0.09,1.1,0.0,7000,gurih,"dinner, lunch",mineral tinggi
789,Bubur Tinotuan Telur Puyuh,"Bubur tinotuan, Telur burung puyuh",68.0,204,11200,11500,15600.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,15.0,6000,gurih,breakfast,vitamin C tinggi
790,Nasi Tim Abon Sapi,"Nasi tim, Abon sapi",62.1,204,12000,12700,16000.0,400,18,55.0,1.0,10,40.0,0.1,0.7,0.0,7000,gurih,"dinner, lunch",gizi sedang/rendah
791,Bakwan Kornet Sapi,"Bakwan, Kornet sapi",39.1,364,11400,21300,24400.0,2500,74,110.0,3.7,311,55.0,0.13,1.3,0.0,7000,gurih,"dinner, lunch",mineral tinggi
792,Apem Kue Kornet Sapi,"Apem kue, Kornet sapi",54.2,298,8200,16400,18100.0,1000,21,61.0,0.9,48,41.0,0.1,0.7,0.0,7000,gurih,"breakfast, dinner, lunch",gizi sedang/rendah
793,Bubur Tinotuan Sosis Ayam,"Bubur tinotuan, Sosis daging ayam",65.2,253,8500,11100,13000.0,4100,35,86.0,1.4,625,124.0,0.18,1.1,7.5,8000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
794,Mi Kering Abon Sapi,"Mi kering, Abon sapi",45.3,224,10000,6700,32000.0,400,31,143.0,3.9,760,83.0,0.29,1.9,0.0,6000,gurih,"dinner, lunch",mineral tinggi
795,Roti Putih Sosis Hati Sapi,"Roti putih, Sosis hati sapi",38.8,349,11300,21800,26200.0,5500,49,78.0,1.3,647,187.8,0.11,1.3,0.0,7000,gurih,"breakfast, dinner, lunch",mineral tinggi
796,Mi Basah Telur Puyuh,"Mi basah, Telur burung puyuh",65.2,199,10300,11500,11000.0,100,21,37.0,3.9,414,48.2,0.09,1.1,0.0,7000,gurih,"dinner, lunch",mineral tinggi
797,Bubur Tinotuan Kornet Ayam,"Bubur tinotuan, Kornet ayam",67.0,222,9200,12600,10300.0,4100,26,62.0,1.2,399,82.0,0.13,0.9,7.5,7000,gurih,"breakfast, dinner, lunch",vitamin C tinggi
798,Nasi Jagung Sosis Hati Sapi,"Nasi, Jagung muda rebus, Sosis hati sapi",52.2,246,7800,21500,16000.0,400,24,65.0,1.2,530,71.0,0.13,0.9,0.0,7000,gurih,"dinner, lunch",mineral tinggi
799,Makaroni Telur Ayam,"Makaroni, Telur ayam kampung",45.9,221,7400,1900,46400.0,2500,17,46.0,0.4,34,46.0,0.12,0.8,0.0,5000,gurih,"dinner, lunch",makronutrien tinggi
800,Roti Putih Abon Ayam,"Roti putih, Abon ayam",32.4,303,11300,8600,47300.0,5800,87,115.0,5.0,530,91.0,0.15,1.0,0.0,8000,gurih,"breakfast, dinner, lunch",mineral tinggi
801,Nasi Tim Jagung,"Nasi tim, Jagung muda rebus",62.1,131,3700,500,28200.0,700,4,56.0,0.6,2,24.0,0.15,0.6,0.0,3500,gurih,"dinner, lunch",gizi sedang/rendah
802,Makaroni Jagung,"Makaroni, Jagung muda rebus",32.5,248,6900,600,54500.0,2900,13,93.0,0.6,5,12.0,0.24,1.2,0.0,4000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
803,Roti Putih Amparan Tatak,"Roti putih, Amparan tatak",49.2,219,4700,3400,46800.0,4600,10,61.0,1.0,265,65.0,0.13,0.8,0.0,4000,manis,breakfast,mineral tinggi
804,Mi Basah Bihun Goreng,"Mi basah, Bihun goreng instan",44.5,235,3400,3600,47200.0,100,140,82.0,4.8,495,43.0,0.08,1.2,0.0,4000,gurih,"dinner, lunch",mineral tinggi
805,Bubur Tinotuan Apem Kue,"Bubur tinotuan, Apem kue",72.0,152,2200,400,24800.0,6100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,manis,breakfast,vitamin C tinggi
806,Nasi Jagung Bantal,"Nasi, Jagung muda rebus, Bantal",54.1,171,3800,400,39500.0,1400,18,14.0,0.5,55,54.0,0.13,0.6,0.0,3500,gurih,"dinner, lunch",makronutrien tinggi
807,Makaroni Apang Kukus,"Makaroni, Apang kukus",30.6,278,5900,400,62700.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,manis,"breakfast, dinner, lunch",makronutrien tinggi
808,Roti Putih Bakwan,"Roti putih, Bakwan",39.5,264,8100,4000,44600.0,5000,107,86.0,2.9,265,65.0,0.13,0.8,0.0,4000,gurih,breakfast,mineral tinggi
809,Mi Basah Bingka,"Mi basah, Bingka",62.2,180,2900,6900,26600.0,100,14,13.0,6.8,63,13.5,0.06,0.4,0.0,4000,manis,"dinner, lunch",gizi sedang/rendah
810,Bubur Tinotuan Baruasa,"Bubur tinotuan, Baruasa",43.1,287,4400,4200,47400.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,manis,breakfast,vitamin C tinggi
811,Nasi Tim Bobengka,"Nasi tim, Bobengka",58.7,173,3900,1500,35600.0,500,3,7.0,0.4,0,23.9,0.1,0.4,0.0,3500,gurih,"dinner, lunch",makronutrien tinggi
812,Makaroni Bolu Peca,"Makaroni, Bolu peca",33.7,275,6000,2500,57200.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,manis,"breakfast, dinner, lunch",makronutrien tinggi
813,Roti Putih Brem,"Roti putih, Brem",38.7,249,5700,800,54000.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,manis,breakfast,mineral tinggi
814,Mi Basah Cake Tape,"Mi basah, Cake tape",56.1,205,2800,7400,32100.0,800,14,13.0,6.8,63,13.5,0.06,0.4,0.0,4000,manis,"dinner, lunch",gizi sedang/rendah
815,Bubur Tinotuan Cangkuning,"Bubur tinotuan, Cangkuning",69.2,180,2600,3800,23500.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,manis,breakfast,vitamin C tinggi
816,Nasi Jagung Dodol Bali,"Nasi, Jagung muda rebus, Dodol bali",45.3,240,3400,1100,45300.0,200,13,44.0,0.5,2,33.0,0.13,0.7,0.0,3500,manis,"dinner, lunch",makronutrien tinggi
817,Makaroni Dodol Galamai,"Makaroni, Dodol galamai",22.1,350,4500,2100,77400.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,manis,"breakfast, dinner, lunch",makronutrien tinggi
818,Roti Putih Dodol Kedondong,"Roti putih, Dodol kedondong",33.2,290,4900,4600,56900.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,manis,breakfast,mineral tinggi
819,Mi Basah Dodol Manado,"Mi basah, Dodol manado",53.0,230,2500,8400,33900.0,100,14,13.0,6.8,63,13.5,0.06,0.4,0.0,4000,manis,"dinner, lunch",makronutrien tinggi
820,Bubur Tinotuan Emping Beras,"Bubur tinotuan, Emping beras",47.3,280,6400,1200,50500.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,gurih,breakfast,vitamin C tinggi
821,Nasi Tim Gemblong,"Nasi tim, Gemblong",54.1,202,2000,2900,45000.0,500,3,7.0,0.4,0,23.9,0.1,0.4,0.0,3500,manis,"dinner, lunch",makronutrien tinggi
822,Makaroni Gendar Goreng,"Makaroni, Gendar goreng",21.1,380,7600,14600,60400.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
823,Roti Putih Intip Goreng,"Roti putih, Intip goreng",23.3,361,7800,10200,56200.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,gurih,breakfast,mineral tinggi
824,Mi Basah Jagung Gerontol,"Mi basah, Jagung gerontol",70.9,124,1700,1300,23700.0,500,14,13.0,6.8,63,13.5,0.06,0.4,0.0,3500,gurih,"dinner, lunch",gizi sedang/rendah
825,Bubur Tinotuan Jagung Titi,"Bubur tinotuan, Jagung titi",45.1,265,5900,1200,47400.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,gurih,breakfast,vitamin C tinggi
826,Nasi Jagung Japilus,"Nasi, Jagung muda rebus, Japilus",23.8,274,2100,12700,62100.0,300,13,44.0,0.5,2,33.0,0.13,0.7,0.0,3500,gurih,"dinner, lunch",makronutrien tinggi
827,Makaroni Kakicak,"Makaroni, Kakicak",44.1,324,6000,7700,56400.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
828,Roti Putih Kambose,"Roti putih, Kambose",50.7,204,5300,2300,47200.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,gurih,breakfast,mineral tinggi
829,Mi Basah Kapusa,"Mi basah, Kapusa",71.8,133,2500,2200,21000.0,100,14,13.0,6.8,63,13.5,0.06,0.4,0.0,3500,gurih,"dinner, lunch",gizi sedang/rendah
830,Bubur Tinotuan Keddo Bodong,"Bubur tinotuan, Keddo bodong",57.4,223,3700,3000,35400.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,gurih,breakfast,vitamin C tinggi
831,Nasi Tim Kelepon Kue,"Nasi tim, Kelepon kue",63.8,162,2300,2000,34900.0,700,3,7.0,0.4,0,23.9,0.1,0.4,0.0,3500,manis,"breakfast, dinner, lunch",makronutrien tinggi
832,Makaroni Kereput,"Makaroni, Kereput",7.1,398,5800,7700,67700.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,gurih,"breakfast, dinner, lunch",makronutrien tinggi
833,Roti Putih Ketoprak,"Roti putih, Ketoprak",54.5,201,7900,4500,31500.0,4600,49,91.0,1.5,265,65.0,0.13,0.8,0.0,4000,gurih,breakfast,mineral tinggi
834,Mi Basah Ketupat Kandangan,"Mi basah, Ketupat kandangan",79.3,97,1500,2800,15200.0,100,14,13.0,6.8,63,13.5,0.06,0.4,0.0,3500,gurih,"dinner, lunch",gizi sedang/rendah
835,Bubur Tinotuan Koyabu,"Bubur tinotuan, Koyabu",62.6,201,2900,2200,38600.0,4100,41,20.0,0.4,486,164.0,0.3,0.4,8.0,4000,manis,breakfast,vitamin C tinggi
836,Nasi Jagung Kue Ali,"Nasi, Jagung muda rebus, Kue ali",24.7,344,4000,9600,63100.0,300,13,44.0,0.5,2,33.0,0.13,0.7,0.0,3500,manis,"breakfast, dinner, lunch",makronutrien tinggi
837,Makaroni Kue Bangen,"Makaroni, Kue bangen",24.2,357,5000,3500,60600.0,2700,10,40.0,0.3,5,12.0,0.21,1.1,0.0,4000,manis,breakfast,makronutrien tinggi
